group,official_test_index,fine_label,class_name
far,5646,51,mushroom
far,5659,39,keyboard
far,5666,94,wardrobe
far,5680,82,sunflower
far,5683,20,chair
far,5686,9,bottle
far,5690,22,clock
far,5699,20,chair
far,5716,10,bowl
far,5740,39,keyboard
far,5742,82,sunflower
far,5768,22,clock
far,5777,39,keyboard
far,5799,20,chair
far,5810,9,bottle
far,5820,51,mushroom
far,5825,94,wardrobe
far,5838,51,mushroom
far,5845,22,clock
far,5861,82,sunflower
far,5882,10,bowl
far,5926,20,chair
far,5940,39,keyboard
far,5944,51,mushroom
far,5978,22,clock
far,5981,9,bottle
far,5993,9,bottle
far,5995,20,chair
far,6015,39,keyboard
far,6018,9,bottle
far,6025,9,bottle
far,6030,82,sunflower
far,6033,10,bowl
far,6042,39,keyboard
far,6046,94,wardrobe
far,6069,10,bowl
far,6079,10,bowl
far,6089,9,bottle
far,6098,20,chair
far,6112,39,keyboard
far,6117,39,keyboard
far,6131,39,keyboard
far,6134,39,keyboard
far,6141,20,chair
far,6145,39,keyboard
far,6152,51,mushroom
far,6161,94,wardrobe
far,6165,22,clock
far,6168,9,bottle
far,6194,51,mushroom
far,6204,94,wardrobe
far,6214,9,bottle
far,6215,51,mushroom
far,6217,9,bottle
far,6218,39,keyboard
far,6233,20,chair
far,6237,94,wardrobe
far,6238,22,clock
far,6239,9,bottle
far,6245,20,chair
far,6252,10,bowl
far,6254,10,bowl
far,6267,22,clock
far,6269,22,clock
far,6297,39,keyboard
far,6298,39,keyboard
far,6327,10,bowl
far,6340,39,keyboard
far,6364,20,chair
far,6370,39,keyboard
far,6388,82,sunflower
far,6390,94,wardrobe
far,6413,94,wardrobe
far,6419,39,keyboard
far,6421,82,sunflower
far,6423,94,wardrobe
far,6440,9,bottle
far,6472,9,bottle
far,6482,22,clock
far,6490,22,clock
far,6491,20,chair
far,6500,22,clock
far,6507,9,bottle
far,6508,22,clock
far,6510,39,keyboard
far,6512,94,wardrobe
far,6519,10,bowl
far,6543,39,keyboard
far,6558,51,mushroom
far,6559,10,bowl
far,6565,10,bowl
far,6575,51,mushroom
far,6594,20,chair
far,6602,9,bottle
far,6619,20,chair
far,6647,82,sunflower
far,6655,20,chair
far,6657,22,clock
far,6668,51,mushroom
far,6673,22,clock
far,6679,51,mushroom
far,6681,51,mushroom
far,6687,82,sunflower
far,6695,39,keyboard
far,6729,51,mushroom
far,6733,39,keyboard
far,6734,39,keyboard
far,6760,39,keyboard
far,6772,10,bowl
far,6774,22,clock
far,6777,39,keyboard
far,6783,94,wardrobe
far,6788,9,bottle
far,6795,22,clock
far,6804,10,bowl
far,6809,94,wardrobe
far,6823,94,wardrobe
far,6841,22,clock
far,6843,82,sunflower
far,6845,82,sunflower
far,6859,10,bowl
far,6863,94,wardrobe
far,6886,9,bottle
far,6890,22,clock
far,6899,9,bottle
far,6907,39,keyboard
far,6911,51,mushroom
far,6928,82,sunflower
far,6943,20,chair
far,6965,51,mushroom
far,6981,22,clock
far,6998,39,keyboard
far,7012,9,bottle
far,7017,82,sunflower
far,7060,51,mushroom
far,7063,20,chair
far,7077,9,bottle
far,7093,9,bottle
far,7096,39,keyboard
far,7104,51,mushroom
far,7123,94,wardrobe
far,7161,10,bowl
far,7171,94,wardrobe
far,7181,51,mushroom
far,7192,20,chair
far,7224,22,clock
far,7229,51,mushroom
far,7258,82,sunflower
far,7259,9,bottle
far,7275,22,clock
far,7284,51,mushroom
far,7285,94,wardrobe
far,7291,20,chair
far,7319,20,chair
far,7328,82,sunflower
far,7345,10,bowl
far,7356,51,mushroom
far,7362,22,clock
far,7406,9,bottle
far,7415,9,bottle
far,7423,9,bottle
far,7425,51,mushroom
far,7428,10,bowl
far,7437,94,wardrobe
far,7443,9,bottle
far,7456,20,chair
far,7469,94,wardrobe
far,7483,51,mushroom
far,7499,20,chair
far,7515,10,bowl
far,7535,20,chair
far,7542,20,chair
far,7543,20,chair
far,7604,94,wardrobe
far,7606,94,wardrobe
far,7607,94,wardrobe
far,7616,82,sunflower
far,7619,51,mushroom
far,7626,22,clock
far,7632,51,mushroom
far,7654,39,keyboard
far,7683,82,sunflower
far,7694,94,wardrobe
far,7698,39,keyboard
far,7714,51,mushroom
far,7728,9,bottle
far,7737,10,bowl
far,7739,39,keyboard
far,7755,82,sunflower
far,7756,51,mushroom
far,7776,82,sunflower
far,7781,39,keyboard
far,7784,10,bowl
far,7785,51,mushroom
far,7787,51,mushroom
far,7795,10,bowl
far,7804,10,bowl
far,7828,94,wardrobe
far,7850,9,bottle
far,7868,39,keyboard
far,7917,22,clock
far,7923,22,clock
far,7933,22,clock
far,7957,39,keyboard
far,7959,22,clock
far,7982,20,chair
far,7989,82,sunflower
far,7991,82,sunflower
far,8004,10,bowl
far,8013,10,bowl
far,8022,20,chair
far,8036,22,clock
far,8058,39,keyboard
far,8068,82,sunflower
far,8074,22,clock
far,8088,9,bottle
far,8090,9,bottle
far,8122,22,clock
far,8166,82,sunflower
far,8209,20,chair
far,8233,39,keyboard
far,8236,94,wardrobe
far,8244,94,wardrobe
far,8309,9,bottle
far,8312,39,keyboard
far,8317,9,bottle
far,8335,10,bowl
far,8369,39,keyboard
far,8378,82,sunflower
far,8406,39,keyboard
far,8453,39,keyboard
far,8462,9,bottle
far,8470,82,sunflower
far,8472,39,keyboard
far,8475,82,sunflower
far,8498,20,chair
far,8505,51,mushroom
far,8521,39,keyboard
far,8531,94,wardrobe
far,8549,51,mushroom
far,8568,10,bowl
far,8572,22,clock
far,8576,94,wardrobe
far,8579,39,keyboard
far,8581,82,sunflower
far,8590,10,bowl
far,8616,82,sunflower
far,8644,9,bottle
far,8656,10,bowl
far,8666,20,chair
far,8689,82,sunflower
far,8701,51,mushroom
far,8707,51,mushroom
far,8722,10,bowl
far,8730,82,sunflower
far,8736,82,sunflower
far,8740,94,wardrobe
far,8753,20,chair
far,8757,94,wardrobe
far,8785,82,sunflower
far,8788,51,mushroom
far,8804,94,wardrobe
far,8812,9,bottle
far,8829,51,mushroom
far,8866,82,sunflower
far,8867,82,sunflower
far,8868,94,wardrobe
far,8881,82,sunflower
far,8889,94,wardrobe
far,8930,94,wardrobe
far,8949,22,clock
far,8962,51,mushroom
far,8985,82,sunflower
far,8994,39,keyboard
far,9003,20,chair
far,9012,39,keyboard
far,9044,9,bottle
far,9052,9,bottle
far,9053,82,sunflower
far,9056,20,chair
far,9059,94,wardrobe
far,9087,20,chair
far,9089,20,chair
far,9095,51,mushroom
far,9102,10,bowl
far,9103,51,mushroom
far,9107,9,bottle
far,9122,39,keyboard
far,9125,51,mushroom
far,9126,9,bottle
far,9149,94,wardrobe
far,9172,22,clock
far,9174,82,sunflower
far,9177,10,bowl
far,9186,94,wardrobe
far,9193,51,mushroom
far,9209,82,sunflower
far,9212,94,wardrobe
far,9256,82,sunflower
far,9262,39,keyboard
far,9270,94,wardrobe
far,9303,22,clock
far,9307,94,wardrobe
far,9315,82,sunflower
far,9321,22,clock
far,9344,20,chair
far,9347,9,bottle
far,9357,9,bottle
far,9396,82,sunflower
far,9397,10,bowl
far,9409,20,chair
far,9421,39,keyboard
far,9431,82,sunflower
far,9433,82,sunflower
far,9471,22,clock
far,9492,10,bowl
far,9532,82,sunflower
far,9533,22,clock
far,9558,22,clock
far,9561,10,bowl
far,9593,20,chair
far,9594,22,clock
far,9600,20,chair
far,9657,94,wardrobe
far,9669,10,bowl
far,9681,82,sunflower
far,9711,82,sunflower
far,9716,9,bottle
far,9731,10,bowl
far,9734,94,wardrobe
far,9736,39,keyboard
far,9742,39,keyboard
far,9755,9,bottle
far,9766,39,keyboard
far,9775,82,sunflower
far,9778,51,mushroom
far,9795,10,bowl
far,9826,51,mushroom
far,9847,51,mushroom
far,9857,9,bottle
far,9873,20,chair
far,9876,82,sunflower
far,9907,82,sunflower
far,9920,82,sunflower
far,9940,82,sunflower
far,9967,9,bottle
far,9997,51,mushroom
