conflict_id,pair_id,content_class,content_label,style_class,style_label,content_official_index,style_official_index,path,pixel_std,clipped_fraction,rejection_reason,prebalance_valid
p2_cat_shape__dog_texture_03,2,cat,3,dog,5,6952,2766,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_03.png,0.2604671120643616,0.07693585008382797,,True
p2_cat_shape__dog_texture_04,2,cat,3,dog,5,391,1552,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_04.png,0.17335155606269836,0.0005248193047009408,,True
p2_cat_shape__dog_texture_05,2,cat,3,dog,5,5528,2623,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_05.png,0.2635831832885742,0.06697092950344086,,True
p2_cat_shape__dog_texture_06,2,cat,3,dog,5,1401,7130,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_06.png,0.14353542029857635,0.0,,True
p2_cat_shape__dog_texture_07,2,cat,3,dog,5,4229,1095,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_07.png,0.14072738587856293,0.0009101296891458333,,True
p2_cat_shape__dog_texture_08,2,cat,3,dog,5,677,6358,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_08.png,0.21937546133995056,0.004690157249569893,,True
p2_cat_shape__dog_texture_09,2,cat,3,dog,5,4323,2950,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_09.png,0.25392812490463257,0.007599914912134409,,True
p2_cat_shape__dog_texture_10,2,cat,3,dog,5,2028,5924,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_10.png,0.16995708644390106,0.00010629251482896507,,True
p2_cat_shape__dog_texture_11,2,cat,3,dog,5,4463,5101,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_11.png,0.22887489199638367,0.02695179544389248,,True
p2_cat_shape__dog_texture_12,2,cat,3,dog,5,1431,4850,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_12.png,0.2673218250274658,0.007938722148537636,,True
p2_cat_shape__dog_texture_13,2,cat,3,dog,5,3914,1644,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_13.png,0.22404249012470245,0.014987245202064514,,True
p2_cat_shape__dog_texture_14,2,cat,3,dog,5,4609,7474,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_14.png,0.22577998042106628,0.0008304102811962366,,True
p2_cat_shape__dog_texture_15,2,cat,3,dog,5,3851,319,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_15.png,0.19634467363357544,0.038026146590709686,,True
p2_cat_shape__dog_texture_16,2,cat,3,dog,5,2291,4290,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_16.png,0.1786416620016098,7.97193861217238e-05,,True
p2_cat_shape__dog_texture_17,2,cat,3,dog,5,6490,3852,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_17.png,0.2746756374835968,0.01718617044389248,,True
p2_cat_shape__dog_texture_18,2,cat,3,dog,5,3383,4547,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_18.png,0.17404012382030487,0.0002923044085036963,,True
p2_cat_shape__dog_texture_19,2,cat,3,dog,5,7416,2268,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_19.png,0.2445753961801529,0.08126062899827957,,True
p2_cat_shape__dog_texture_20,2,cat,3,dog,5,1370,7776,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_20.png,0.21495473384857178,0.0918898805975914,,True
p2_cat_shape__dog_texture_21,2,cat,3,dog,5,1531,97,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_21.png,0.25938645005226135,0.002942973980680108,,True
p2_cat_shape__dog_texture_22,2,cat,3,dog,5,791,4966,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_22.png,0.30196499824523926,0.06127099320292473,,True
p2_cat_shape__dog_texture_23,2,cat,3,dog,5,7744,6716,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_23.png,0.19162636995315552,0.0,,True
p2_cat_shape__dog_texture_24,2,cat,3,dog,5,3276,5381,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_24.png,0.2303876429796219,0.012861394323408604,,True
p2_cat_shape__dog_texture_25,2,cat,3,dog,5,176,685,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_25.png,0.18998880684375763,0.0,,True
p2_cat_shape__dog_texture_26,2,cat,3,dog,5,632,3889,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_26.png,0.23573598265647888,0.012270142324268818,,True
p2_cat_shape__dog_texture_27,2,cat,3,dog,5,372,568,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_27.png,0.3327252268791199,0.0011293579591438174,,True
p2_cat_shape__dog_texture_28,2,cat,3,dog,5,4330,2334,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_28.png,0.20331433415412903,0.00021922831365372986,,True
p2_cat_shape__dog_texture_29,2,cat,3,dog,5,7793,3863,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_cat_shape__dog_texture_29.png,0.28513795137405396,0.01404389925301075,,True
p2_dog_shape__cat_texture_00,2,dog,5,cat,3,6716,2536,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_00.png,0.16802632808685303,0.0009234162280336022,,True
p2_dog_shape__cat_texture_01,2,dog,5,cat,3,2766,7744,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_01.png,0.3343339264392853,0.07582642138004303,,True
p2_dog_shape__cat_texture_02,2,dog,5,cat,3,1626,365,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_02.png,0.16997691988945007,0.0,,True
p2_dog_shape__cat_texture_03,2,dog,5,cat,3,4850,1204,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_03.png,0.17839676141738892,0.0,,True
p2_dog_shape__cat_texture_04,2,dog,5,cat,3,7041,4215,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_04.png,0.30560243129730225,0.09027556329965591,,True
p2_dog_shape__cat_texture_05,2,dog,5,cat,3,1877,4531,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_05.png,0.14232870936393738,0.0,,True
p2_dog_shape__cat_texture_06,2,dog,5,cat,3,5496,677,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_06.png,0.2985838055610657,0.031794749200344086,,True
p2_dog_shape__cat_texture_07,2,dog,5,cat,3,5701,4881,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_07.png,0.2352650761604309,0.018886851146817207,,True
p2_dog_shape__cat_texture_08,2,dog,5,cat,3,7474,372,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_08.png,0.2029922604560852,0.0,,True
p2_dog_shape__cat_texture_09,2,dog,5,cat,3,2807,7793,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_09.png,0.26645627617836,0.0016674638027325273,,True
p2_dog_shape__cat_texture_10,2,dog,5,cat,3,3353,3276,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_10.png,0.23555070161819458,0.0016608205623924732,,True
p2_dog_shape__cat_texture_11,2,dog,5,cat,3,5101,4330,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_11.png,0.2248380184173584,0.0010562818497419357,,True
p2_dog_shape__cat_texture_12,2,dog,5,cat,3,2458,6952,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_12.png,0.23094990849494934,0.0,,True
p2_dog_shape__cat_texture_13,2,dog,5,cat,3,2623,4609,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_13.png,0.23355841636657715,0.0005713222781196237,,True
p2_dog_shape__cat_texture_14,2,dog,5,cat,3,6414,4821,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_14.png,0.16436366736888885,0.0,,True
p2_dog_shape__cat_texture_15,2,dog,5,cat,3,2265,5528,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_15.png,0.17603465914726257,0.0,,True
p2_dog_shape__cat_texture_16,2,dog,5,cat,3,6989,1563,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_16.png,0.2566432058811188,0.000498246168717742,,True
p2_dog_shape__cat_texture_17,2,dog,5,cat,3,7130,4908,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_17.png,0.1427411139011383,0.000730761035811156,,True
p2_dog_shape__cat_texture_18,2,dog,5,cat,3,3889,3851,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_18.png,0.19076266884803772,0.0,,True
p2_dog_shape__cat_texture_19,2,dog,5,cat,3,7706,2291,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_19.png,0.21460604667663574,0.012363147921860218,,True
p2_dog_shape__cat_texture_20,2,dog,5,cat,3,4547,4168,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_20.png,0.22407729923725128,0.0030492665246129036,,True
p2_dog_shape__cat_texture_21,2,dog,5,cat,3,2950,176,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_21.png,0.17422853410243988,0.0,,True
p2_dog_shape__cat_texture_22,2,dog,5,cat,3,5332,7797,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_22.png,0.2155759185552597,0.04387887939810753,,True
p2_dog_shape__cat_texture_23,2,dog,5,cat,3,1644,3562,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_23.png,0.18542221188545227,0.00025908800307661295,,True
p2_dog_shape__cat_texture_24,2,dog,5,cat,3,7413,2754,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_24.png,0.28413155674934387,0.0025576637126505375,,True
p2_dog_shape__cat_texture_25,2,dog,5,cat,3,5924,1531,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_25.png,0.1703409105539322,0.00011293579882476479,,True
p2_dog_shape__cat_texture_26,2,dog,5,cat,3,378,4023,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_26.png,0.21699130535125732,2.6573128707241267e-05,,True
p2_dog_shape__cat_texture_27,2,dog,5,cat,3,7776,4323,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_27.png,0.24036738276481628,0.00042517005931586027,,True
p2_dog_shape__cat_texture_28,2,dog,5,cat,3,6922,4590,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_28.png,0.2704524099826813,0.09419509768486023,,True
p2_dog_shape__cat_texture_29,2,dog,5,cat,3,2268,738,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p2_dog_shape__cat_texture_29.png,0.28619715571403503,0.06606744229793549,,True
p3_deer_shape__horse_texture_00,3,deer,4,horse,6,3287,4341,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_00.png,0.20412369072437286,0.0006111819529905915,,True
p3_deer_shape__horse_texture_01,3,deer,4,horse,6,7475,3777,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_01.png,0.21625158190727234,0.0,,True
p3_deer_shape__horse_texture_02,3,deer,4,horse,6,1211,4620,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_02.png,0.21033082902431488,0.006902370136231184,,True
p3_deer_shape__horse_texture_03,3,deer,4,horse,6,4642,5858,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_03.png,0.18855884671211243,0.06103183329105377,,True
p3_deer_shape__horse_texture_04,3,deer,4,horse,6,6288,3292,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_04.png,0.1778196096420288,0.02271338179707527,,True
p3_deer_shape__horse_texture_05,3,deer,4,horse,6,6528,7726,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_05.png,0.2012193202972412,0.005540497601032257,,True
p3_deer_shape__horse_texture_06,3,deer,4,horse,6,7610,929,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_06.png,0.21663819253444672,0.012828177772462368,,True
p3_deer_shape__horse_texture_07,3,deer,4,horse,6,691,3844,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_07.png,0.2050059586763382,0.0016608205623924732,,True
p3_deer_shape__horse_texture_08,3,deer,4,horse,6,2399,5408,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_08.png,0.19647018611431122,0.0,,True
p3_deer_shape__horse_texture_09,3,deer,4,horse,6,1960,5082,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_09.png,0.2210233211517334,0.019424958154559135,,True
p3_deer_shape__horse_texture_10,3,deer,4,horse,6,5213,873,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_10.png,0.27039676904678345,0.015598426572978497,,True
p3_deer_shape__horse_texture_11,3,deer,4,horse,6,1429,4731,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_11.png,0.23570570349693298,0.00015279548824764788,,True
p3_deer_shape__horse_texture_12,3,deer,4,horse,6,171,7779,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_12.png,0.23117375373840332,0.03421954810619354,,True
p3_deer_shape__horse_texture_13,3,deer,4,horse,6,855,920,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_13.png,0.21968282759189606,0.011386585421860218,,True
p3_deer_shape__horse_texture_14,3,deer,4,horse,6,3122,3779,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_14.png,0.1632852405309677,0.0013220132095739245,,True
p3_deer_shape__horse_texture_15,3,deer,4,horse,6,506,449,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_15.png,0.20658066868782043,0.002178996568545699,,True
p3_deer_shape__horse_texture_16,3,deer,4,horse,6,5062,4754,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_16.png,0.22102458775043488,0.0002657313016243279,,True
p3_deer_shape__horse_texture_17,3,deer,4,horse,6,3512,3962,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_17.png,0.19526883959770203,0.0008436968782916665,,True
p3_deer_shape__horse_texture_18,3,deer,4,horse,6,6033,7108,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_18.png,0.265618234872818,0.006284545175731182,,True
p3_deer_shape__horse_texture_19,3,deer,4,horse,6,5077,4746,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_19.png,0.18558986485004425,1.992984653043095e-05,,True
p3_deer_shape__horse_texture_20,3,deer,4,horse,6,3034,890,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_20.png,0.1691693812608719,0.0026705993805080652,,True
p3_deer_shape__horse_texture_21,3,deer,4,horse,6,1124,6713,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_21.png,0.22055529057979584,0.0042118411511182785,,True
p3_deer_shape__horse_texture_22,3,deer,4,horse,6,4629,3494,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_22.png,0.20793145895004272,0.00013286565081216395,,True
p3_deer_shape__horse_texture_23,3,deer,4,horse,6,3763,4411,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_23.png,0.18838222324848175,0.011725393123924732,,True
p3_deer_shape__horse_texture_24,3,deer,4,horse,6,3458,4093,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_24.png,0.23853103816509247,0.11548017710447311,,True
p3_deer_shape__horse_texture_25,3,deer,4,horse,6,6508,5580,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_25.png,0.20964856445789337,0.003660448594018817,,True
p3_deer_shape__horse_texture_26,3,deer,4,horse,6,3179,977,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_26.png,0.19849541783332825,0.0006576849264092743,,True
p3_deer_shape__horse_texture_27,3,deer,4,horse,6,3994,1667,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_27.png,0.1958627551794052,6.643282176810317e-06,,True
p3_deer_shape__horse_texture_28,3,deer,4,horse,6,5623,3515,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_28.png,0.24494846165180206,0.004218484275043011,,True
p3_deer_shape__horse_texture_29,3,deer,4,horse,6,2898,5382,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_deer_shape__horse_texture_29.png,0.22264382243156433,0.02206898294389248,,True
p3_horse_shape__deer_texture_00,3,horse,6,deer,4,7996,3891,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_00.png,0.18444567918777466,0.0004318133578635752,,True
p3_horse_shape__deer_texture_01,3,horse,6,deer,4,7779,1211,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_01.png,0.14643016457557678,0.0,,True
p3_horse_shape__deer_texture_02,3,horse,6,deer,4,3777,5062,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_02.png,0.2383793592453003,0.0002458014350850135,,True
p3_horse_shape__deer_texture_03,3,horse,6,deer,4,929,1429,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_03.png,0.2665596902370453,0.030446162447333336,,True
p3_horse_shape__deer_texture_04,3,horse,6,deer,4,1534,5402,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_04.png,0.2387906014919281,0.010875052772462368,,True
p3_horse_shape__deer_texture_05,3,horse,6,deer,4,7555,1111,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_05.png,0.1789015829563141,6.643282176810317e-06,,True
p3_horse_shape__deer_texture_06,3,horse,6,deer,4,3494,3034,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_06.png,0.14252367615699768,0.0,,True
p3_horse_shape__deer_texture_07,3,horse,6,deer,4,3191,5623,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_07.png,0.20288419723510742,8.636267011752352e-05,,True
p3_horse_shape__deer_texture_08,3,horse,6,deer,4,449,506,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_08.png,0.19992627203464508,0.0008769132546149194,,True
p3_horse_shape__deer_texture_09,3,horse,6,deer,4,4746,5135,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_09.png,0.2570895254611969,0.009752338752150536,,True
p3_horse_shape__deer_texture_10,3,horse,6,deer,4,1667,3365,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_10.png,0.20075048506259918,0.0005646789795719087,,True
p3_horse_shape__deer_texture_11,3,horse,6,deer,4,7781,7475,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_11.png,0.2175014764070511,0.012549160048365593,,True
p3_horse_shape__deer_texture_12,3,horse,6,deer,4,4754,5789,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_12.png,0.19391566514968872,0.02541719749569893,,True
p3_horse_shape__deer_texture_13,3,horse,6,deer,4,977,3287,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_13.png,0.22612164914608002,0.001229007262736559,,True
p3_horse_shape__deer_texture_14,3,horse,6,deer,4,3779,6097,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_14.png,0.24909590184688568,0.005068824626505375,,True
p3_horse_shape__deer_texture_15,3,horse,6,deer,4,873,2898,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_15.png,0.2340656965970993,0.0,,True
p3_horse_shape__deer_texture_16,3,horse,6,deer,4,2003,6508,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_16.png,0.16929420828819275,0.026147959753870964,,True
p3_horse_shape__deer_texture_17,3,horse,6,deer,4,5729,6033,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_17.png,0.2219419926404953,0.0010429953690618277,,True
p3_horse_shape__deer_texture_18,3,horse,6,deer,4,4827,6528,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_18.png,0.12794524431228638,0.0,,True
p3_horse_shape__deer_texture_19,3,horse,6,deer,4,890,3122,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_19.png,0.20578965544700623,0.0126953125,,True
p3_horse_shape__deer_texture_20,3,horse,6,deer,4,7726,171,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_20.png,0.1918441653251648,0.00016608205623924732,,True
p3_horse_shape__deer_texture_21,3,horse,6,deer,4,5580,7610,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_21.png,0.18837952613830566,2.6573128707241267e-05,,True
p3_horse_shape__deer_texture_22,3,horse,6,deer,4,4011,5556,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_22.png,0.20788784325122833,0.02006935514509678,,True
p3_horse_shape__deer_texture_23,3,horse,6,deer,4,4731,4740,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_23.png,0.20630677044391632,0.00040524022188037634,,True
p3_horse_shape__deer_texture_24,3,horse,6,deer,4,4341,766,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_24.png,0.20206096768379211,0.0026041667442768812,,True
p3_horse_shape__deer_texture_25,3,horse,6,deer,4,6713,7944,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_25.png,0.17214806377887726,0.00022587159764952958,,True
p3_horse_shape__deer_texture_26,3,horse,6,deer,4,5408,3179,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_26.png,0.17935268580913544,0.0007108311983756721,,True
p3_horse_shape__deer_texture_27,3,horse,6,deer,4,5858,6288,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_27.png,0.18795432150363922,0.00041188349132426083,,True
p3_horse_shape__deer_texture_28,3,horse,6,deer,4,3844,1960,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_28.png,0.16719339787960052,4.650297705666162e-05,,True
p3_horse_shape__deer_texture_29,3,horse,6,deer,4,545,5467,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p3_horse_shape__deer_texture_29.png,0.23034246265888214,0.004431069362908602,,True
p4_monkey_shape__ship_texture_00,4,monkey,7,ship,8,2854,2230,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p4_monkey_shape__ship_texture_00.png,0.24591192603111267,0.035700999200344086,,True
p4_monkey_shape__ship_texture_01,4,monkey,7,ship,8,4704,5705,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p4_monkey_shape__ship_texture_01.png,0.20705576241016388,0.002238786080852151,,True
p4_monkey_shape__ship_texture_02,4,monkey,7,ship,8,323,1640,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p4_monkey_shape__ship_texture_02.png,0.33567535877227783,0.05203018710017204,,True
p4_monkey_shape__ship_texture_03,4,monkey,7,ship,8,4236,5694,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p4_monkey_shape__ship_texture_03.png,0.2923152446746826,0.006822650786489248,,True
p4_monkey_shape__ship_texture_04,4,monkey,7,ship,8,5436,962,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p4_monkey_shape__ship_texture_04.png,0.21553196012973785,0.0016541773220524192,,True
p4_monkey_shape__ship_texture_05,4,monkey,7,ship,8,3867,7460,/kaggle/working/beyond-iid/inductive-bias-representations/data/generated/cue_conflicts/p4_monkey_shape__ship_texture_05.png,0.23209373652935028,0.005972310900688171,,True
